AnonId,QKset,Mating,Conclusion,Outcome,Conclusion Category,Conclusion Type,QQ-Norm,QQ-Score,TIRE-03_DIMEN,TIRE-04_QCONT,TIRE-05_QSIZE,TIRE-06_QPATT,TIRE-07_QDIST,TIRE-08_QOVER,TIRE-09_QSUB,TIRE-10_QMAT,TIRE-11_QCLAR,TIRE-12_SUIT,TIRE-13_SUITBASIS,TIRE-13_OTHBASIS,TIRE-14_DESIGN,TIRE-15_SIZE,TIRE-16_MOLD,TIRE-17_WEAR,TIRE-18_DEGWEAR,TIRE-19_WEARDIFF,TIRE-20_RACS,TIRE-21_CONC,TIRE-22_LIMIT,TIRE-22_OTHLIMIT,NumLimitations,TIRE-23_DIFF,TIRE-24_TYPCW,TIRE-25_QTYPE,TIRE-26_QQUAL,TIRE-27_QAREA,TIRE-28_SOFTWARE,TIRE-29_COMM,,,,,,,,,,,,,,,,,,,,,,,,
AFC,QK42,Nonmated,Assn,N-Assn,Classification,Classification,0.64,9,B_THREED,B_MOD,C_NO,B_SOMEWHAT,B_SOME,C_NO-OVERLAP,B_SOMEWHAT,,B_SOMECLEAR,A_YES,,,A_YES,A_YES,B_NO,A_YES,,,B_NO,C_ASSOC,"A_QQUAL,D_NOISE,I_QUALTEST",,3,C_MODERATE,B_INFREQ,B_OCCASIONAL,B_OCCASIONAL,B_OCCASIONAL,A_ENHANCE,,,,,,,,,,,,,,,,,,,,,,,,,
AFC,QK45,Nonmated,LimitedAssn,N-LimitedAssn,Classification,Classification,1.00,14,B_THREED,C_GOOD,C_NO,A_YES,C_NONE,C_NO-OVERLAP,C_NO,,C_MOSTCLEAR,A_YES,,,A_YES,A_YES,B_NO,B_NO,D_UNSURE,C_UNSURE,B_NO,D_LIMITED,M_TIME,,1,D_DIFFICULT,B_INFREQ,B_OCCASIONAL,D_NEVER,D_NEVER,A_ENHANCE,"A difference in wear, specifically in the appearance of the center mold parting line (seam) on the K but not on the Q (where in a Q of this quality it should have been visible if present). Given the lack of info in time elapse, it is unsure whether this is a meaningful or explainable difference. Given this limitation, a limited association of class characteristics conclusion was selected overall.",,,,,,,,,,,,,,,,,,,,,,,,
AFC,QK46,Nonmated,LimitedAssn,N-LimitedAssn,Classification,Classification,0.56,9,A_TWOD,C_GOOD,B_MAYBE,B_SOMEWHAT,B_SOME,C_NO-OVERLAP,B_SOMEWHAT,A_YES,B_SOMECLEAR,A_YES,,,A_YES,C_UNSURE,B_NO,A_YES,,,B_NO,D_LIMITED,"A_QQUAL,B_QQUANT,D_NOISE,I_QUALTEST",,4,D_DIFFICULT,B_INFREQ,B_OCCASIONAL,B_OCCASIONAL,B_OCCASIONAL,A_ENHANCE,,,,,,,,,,,,,,,,,,,,,,,,,
AFC,QK49,Mated,ID,M-ID,TI,Definitive,1.00,16,A_TWOD,C_GOOD,C_NO,A_YES,C_NONE,C_NO-OVERLAP,C_NO,C_NO,C_MOSTCLEAR,A_YES,,,A_YES,A_YES,B_NO,A_YES,,,A_YES,A_ID,,,0,B_EASY,B_INFREQ,C_RARELY,D_NEVER,D_NEVER,A_ENHANCE,,,,,,,,,,,,,,,,,,,,,,,,,
AFC,QK53,Nonmated,Assn,N-Assn,Classification,Classification,1.00,16,A_TWOD,C_GOOD,C_NO,A_YES,C_NONE,C_NO-OVERLAP,C_NO,C_NO,C_MOSTCLEAR,A_YES,,,A_YES,A_YES,B_NO,A_YES,,,B_NO,C_ASSOC,"I_QUALTEST,P_OTHER","This is about as good as a Q as one can get in casework; however, because the tire wasn't particularly worn and didn't have a lot of gross RACs, and the test impressions weren't of great quality, it was difficult to compare exceeding fine RACs at the level that would be needed. One RAC was seen to correspond between Q and only one K test impression (but observed on tire), but it was very faint, indistinct and barely contrasted above the background noise of the impression. Therefore, it wasn't evaluated as sufficient to raise the conclusion to a high degree of association.",2,C_MODERATE,C_NO,C_RARELY,D_NEVER,B_OCCASIONAL,A_ENHANCE,It was helpful to look up an unworn image of the K tire type on the internet prior to comparison to evaluate the marks intended to be on the K tire prior to starting the comparison.,,,,,,,,,,,,,,,,,,,,,,,,
AFC,QK58,Mated,ID,M-ID,TI,Definitive,1.00,16,A_TWOD,C_GOOD,C_NO,A_YES,C_NONE,C_NO-OVERLAP,C_NO,C_NO,C_MOSTCLEAR,A_YES,,,A_YES,A_YES,B_NO,A_YES,,,A_YES,A_ID,,,0,C_MODERATE,C_NO,C_RARELY,D_NEVER,D_NEVER,A_ENHANCE,,,,,,,,,,,,,,,,,,,,,,,,,
AFC,QK60,Nonmated,LimitedAssn,N-LimitedAssn,Classification,Classification,0.79,11,B_THREED,C_GOOD,C_NO,A_YES,B_SOME,C_NO-OVERLAP,B_SOMEWHAT,,B_SOMECLEAR,A_YES,,,A_YES,A_YES,B_NO,A_YES,,,B_NO,D_LIMITED,M_TIME,,1,C_MODERATE,B_INFREQ,B_OCCASIONAL,D_NEVER,C_RARELY,A_ENHANCE,"One RAC in K was not observed in Q, in an area of clearer detail such that if K was source and there was insignificant time elapse, it should have been visible as a Q mark. This observed difference and the absence of time elapse info was deemed a limitation to the conclusion but insufficient for exclusion.",,,,,,,,,,,,,,,,,,,,,,,,
AFC,QK62,Nonmated,LimitedAssn,N-LimitedAssn,Classification,Classification,0.64,9,B_THREED,B_MOD,C_NO,B_SOMEWHAT,B_SOME,C_NO-OVERLAP,B_SOMEWHAT,,B_SOMECLEAR,A_YES,,,A_YES,A_YES,B_NO,A_YES,,,B_NO,D_LIMITED,"A_QQUAL,C_DISTORTION,D_NOISE,I_QUALTEST,M_TIME,O_NOORIGQ,P_OTHER",Lack of cast collection and/or images of cast,7,C_MODERATE,B_INFREQ,B_OCCASIONAL,B_OCCASIONAL,C_RARELY,A_ENHANCE,"Some slight misalignment in pitch sequence was observed between Q and K but this was evaluated as defection and within normal variation. A cast or images of a cast may have helped to evaluate this more confidently. Two stone holds (one large, one small) were present in the K that were not present in the Q and should have been visible as marks if the K had been the source; however there was an unknown time elapse between Q deposition and K seizure. These limitations weakened the association but were insufficient for exclusion.",,,,,,,,,,,,,,,,,,,,,,,,
AFC,QK63,Mated,LimitedAssn,M-LimitedAssn,Classification,Classification,0.71,10,B_THREED,C_GOOD,C_NO,A_YES,B_SOME,C_NO-OVERLAP,A_YES,,B_SOMECLEAR,A_YES,,,A_YES,A_YES,B_NO,A_YES,,,B_NO,D_LIMITED,"D_NOISE,I_QUALTEST,M_TIME",,3,C_MODERATE,B_INFREQ,B_OCCASIONAL,B_OCCASIONAL,C_RARELY,A_ENHANCE,"One RAC in K (stone hold) was not present as a mark in Q in an area where if K were source, the clarity of the Q should have been sufficient to see the mark. Given the unknown time elapse, the significance of this difference was unknown and deemed a limitation but insufficient for exclusion.",,,,,,,,,,,,,,,,,,,,,,,,
AFC,QK64,Mated,HighAssn,M-HighAssn,CA,Probable,0.86,12,B_THREED,C_GOOD,C_NO,A_YES,B_SOME,C_NO-OVERLAP,B_SOMEWHAT,,C_MOSTCLEAR,A_YES,,,A_YES,A_YES,B_NO,A_YES,,,A_YES,B_HD,"A_QQUAL,D_NOISE,K_RACS,L_RACCLARITY,P_OTHER",a cast of the impression (either images of a cast or access to a cast) may have allowed for an identification or visualization of additional features.,5,C_MODERATE,B_INFREQ,B_OCCASIONAL,D_NEVER,C_RARELY,A_ENHANCE,,,,,,,,,,,,,,,,,,,,,,,,,
AFC,QK68,Mated,LimitedAssn,M-LimitedAssn,Classification,Classification,0.79,11,B_THREED,C_GOOD,C_NO,A_YES,B_SOME,C_NO-OVERLAP,B_SOMEWHAT,,B_SOMECLEAR,A_YES,,,A_YES,A_YES,C_UNSURE,A_YES,,,B_NO,D_LIMITED,"A_QQUAL,C_DISTORTION,D_NOISE,G_QIMAGES,O_NOORIGQ",,5,E_VDIFF,B_INFREQ,B_OCCASIONAL,C_RARELY,D_NEVER,A_ENHANCE,"Most acquired features on the K were very small and would not be expected to be seen on the Q, if the K were the source (even though the Q was quite good for the type of impression). There was a mold feature on Q that was possibly visible on the soil Q imprs only, but the lighting was insufficient to be certain. This feature was not seen on the cast images due to either its absence or image lighting issues. Having the cast to examine or better image lighting may have resolved this limitation. Slight shifting was required for alignment of class char. during comparison but this was not outside normal variation for a 3D impression and comparison to the tire tread directly looked ok.",,,,,,,,,,,,,,,,,,,,,,,,
AFC,QK69,Mated,Assn,M-Assn,Classification,Classification,1.00,14,B_THREED,C_GOOD,C_NO,A_YES,C_NONE,C_NO-OVERLAP,C_NO,,C_MOSTCLEAR,A_YES,,,A_YES,A_YES,B_NO,A_YES,,,B_NO,C_ASSOC,M_TIME,,1,C_MODERATE,C_NO,D_NEVER,D_NEVER,D_NEVER,A_ENHANCE,"The stone holds in the K were not present as marks in the Q; however, the time elapse between the Q deposition and K recovery was not known. Due to the nature of these RACs, they could have been picked up after Q deposition so the difference was not deemed exclusionary. If this time elapse were known, and known to be quite short, the conclusion may have been evaluated differently in real life.",,,,,,,,,,,,,,,,,,,,,,,,
AFC,QK74,Nonmated,LimitedAssn,N-LimitedAssn,Classification,Classification,0.71,10,B_THREED,B_MOD,C_NO,A_YES,B_SOME,C_NO-OVERLAP,B_SOMEWHAT,,B_SOMECLEAR,A_YES,,,A_YES,A_YES,B_NO,A_YES,,,B_NO,D_LIMITED,"A_QQUAL,C_DISTORTION,D_NOISE,F_RECOVERY,I_QUALTEST,O_NOORIGQ",,6,D_DIFFICULT,B_INFREQ,B_OCCASIONAL,C_RARELY,C_RARELY,A_ENHANCE,"There was slight misalignment of pitch sequence between 1 test impression and the Q image of the soil impr, but within normal variation. This misalignment was worse with the cast. This may have been easier to evaluate having the actual evidence. The 2 test impressions showed distortion between them, making evaluation of distortion even more difficult in the Q to K comparison overall. These limitations caused weakening of the associative conclusion but were not sufficient to exclude.",,,,,,,,,,,,,,,,,,,,,,,,
AFC,QK75,Mated,LimitedAssn,M-LimitedAssn,Classification,Classification,0.79,11,B_THREED,C_GOOD,C_NO,A_YES,B_SOME,C_NO-OVERLAP,B_SOMEWHAT,,B_SOMECLEAR,A_YES,,,A_YES,A_YES,B_NO,A_YES,,,B_NO,D_LIMITED,"A_QQUAL,C_DISTORTION,D_NOISE,M_TIME,O_NOORIGQ",,5,D_DIFFICULT,B_INFREQ,B_OCCASIONAL,C_RARELY,C_RARELY,A_ENHANCE,"A couple of gross RACs were present on K that should have been visible on Q in areas of clearer detail if K were the source, but were not present as marks. Time elapse is unknown, therefore a difference (limitation) but insufficient to exclude. Additionally, the slight distortion in the Q soil impression and unavoidable lack of clarity inherent in this substrate and with casting makes small RACs from a tire tread not reproducible, even if this Q is really good. Examining the cast with various lighting conditions may have revealed additional fine detail not visible in the limited images.",,,,,,,,,,,,,,,,,,,,,,,,
AFC,QK77,Nonmated,Excl,N-Excl,TE,Definitive,0.75,12,A_TWOD,B_MOD,C_NO,A_YES,C_NONE,C_NO-OVERLAP,B_SOMEWHAT,B_SOMEWHAT,B_SOMECLEAR,A_YES,,,A_YES,B_NO,B_NO,C_UNSURE,,,B_NO,G_EXC,"A_QQUAL,D_NOISE,I_QUALTEST",,3,C_MODERATE,C_NO,D_NEVER,D_NEVER,D_NEVER,A_ENHANCE,"Some of the fine RACs observed in the tire tread images were not observed on the the test impressions, and a strongly suspected RAC on the test impressions in an area of interest was not observed on the tire tread images (e.g., a possible stone hold in area D). I spent some time making sure that the imaged tire was actually responsible for the test impressions, and ultimately confirmed that it was but found that certain RACs I expected to show up in them didn't and vice versa. It made me wonder if there was a time elapse between when the tire tread images were taken and when the test impressions were collected (which is normally not the case in casework).",,,,,,,,,,,,,,,,,,,,,,,,
AFC,QK78,Nonmated,NonAssn,N-NonAssn,CN,Probable,0.93,13,B_THREED,C_GOOD,C_NO,A_YES,C_NONE,C_NO-OVERLAP,B_SOMEWHAT,,C_MOSTCLEAR,A_YES,,,A_YES,B_NO,B_NO,A_YES,,,B_NO,F_INDNON,P_OTHER,the lack of a cast or images of a cast,1,D_DIFFICULT,B_INFREQ,B_OCCASIONAL,D_NEVER,C_RARELY,A_ENHANCE,"This Q was very high quality for a 3D soil impression. The pitch sequence did not align well and the amount was evaluated as being just outside natural variation for a source tire, given the limited to no distortion visible in the Q. Having a larger Q impression wouldn't have resolved this issue but possibly examining two known tire impressions created from adjacent tire sizes may have boosted my confidence to exclude.",,,,,,,,,,,,,,,,,,,,,,,,
AFC,QK81,Nonmated,Excl,N-Excl,TE,Definitive,1.00,16,A_TWOD,C_GOOD,C_NO,A_YES,C_NONE,C_NO-OVERLAP,C_NO,C_NO,C_MOSTCLEAR,A_YES,,,A_YES,B_NO,A_YES,B_NO,B_LESS,C_UNSURE,B_NO,G_EXC,,,0,C_MODERATE,B_INFREQ,B_OCCASIONAL,D_NEVER,C_RARELY,A_ENHANCE,"The pitch sequence was not precisely the same between Q and K and the amount was outside normal variation if the K were the source tire, given the clarity and lack of distortion in the Q.",,,,,,,,,,,,,,,,,,,,,,,,
AFC,QK84,Nonmated,Excl,N-Excl,TE,Definitive,0.71,10,B_THREED,B_MOD,C_NO,A_YES,B_SOME,C_NO-OVERLAP,B_SOMEWHAT,,B_SOMECLEAR,A_YES,,,A_YES,B_NO,B_NO,B_NO,A_MORE,C_UNSURE,B_NO,G_EXC,"D_NOISE,M_TIME",,2,D_DIFFICULT,B_INFREQ,B_OCCASIONAL,B_OCCASIONAL,C_RARELY,A_ENHANCE,,,,,,,,,,,,,,,,,,,,,,,,,
AFC,QK88,Mated,Assn,M-Assn,Classification,Classification,0.93,13,B_THREED,C_GOOD,C_NO,A_YES,C_NONE,C_NO-OVERLAP,B_SOMEWHAT,,C_MOSTCLEAR,A_YES,,,A_YES,A_YES,B_NO,A_YES,,,B_NO,C_ASSOC,"H_KIMAGES,I_QUALTEST",,2,C_MODERATE,C_NO,B_OCCASIONAL,D_NEVER,C_RARELY,A_ENHANCE,"This known tire appeared to have less wear and fewer RACs and fewer gross RACs. While this limitation is uncontrollable, it inherently limits the ability to either strongly include or strongly exclude (if time elapse is known) the tire if class characteristics otherwise correspond.",,,,,,,,,,,,,,,,,,,,,,,,
AFC,QK89,Nonmated,LimitedAssn,N-LimitedAssn,Classification,Classification,0.79,11,B_THREED,B_MOD,C_NO,A_YES,C_NONE,C_NO-OVERLAP,B_SOMEWHAT,,B_SOMECLEAR,A_YES,,,A_YES,A_YES,B_NO,A_YES,,,B_NO,D_LIMITED,"A_QQUAL,M_TIME",,2,C_MODERATE,B_INFREQ,B_OCCASIONAL,C_RARELY,C_RARELY,A_ENHANCE,"Several small RACs observed on the K tire were not observed on the Q in areas where the detail was relatively clear. However, the RACs were fairly small and instinct and the time elapse between Q deposition and K tire seizure is unknown. These are limitations to the comparison and therefore qualified the positive associatino but did not allow for the K tire to be excluded.",,,,,,,,,,,,,,,,,,,,,,,,
AFC,QK94,Nonmated,LimitedAssn,N-LimitedAssn,Classification,Classification,0.86,12,B_THREED,C_GOOD,C_NO,A_YES,B_SOME,C_NO-OVERLAP,B_SOMEWHAT,,C_MOSTCLEAR,A_YES,,,A_YES,A_YES,B_NO,A_YES,,,B_NO,D_LIMITED,"I_QUALTEST,M_TIME",,2,C_MODERATE,B_INFREQ,B_OCCASIONAL,D_NEVER,C_RARELY,A_ENHANCE,"One RAC (stone hold) was present in K that was not present in Q in an area of clear visibility/detail if the K was the source. Given unknown time elapse, this difference was not sufficient for exclusion but deemed a limitation.",,,,,,,,,,,,,,,,,,,,,,,,
AFC,QK95,Nonmated,Assn,N-Assn,Classification,Classification,0.93,13,B_THREED,C_GOOD,C_NO,A_YES,C_NONE,C_NO-OVERLAP,B_SOMEWHAT,,C_MOSTCLEAR,A_YES,,,A_YES,A_YES,B_NO,A_YES,,,B_NO,C_ASSOC,D_NOISE,,1,B_EASY,C_NO,B_OCCASIONAL,D_NEVER,D_NEVER,A_ENHANCE,n/a,,,,,,,,,,,,,,,,,,,,,,,,
AFC,QK97,Nonmated,LimitedAssn,N-LimitedAssn,Classification,Classification,0.86,12,B_THREED,C_GOOD,C_NO,A_YES,B_SOME,C_NO-OVERLAP,B_SOMEWHAT,,C_MOSTCLEAR,A_YES,,,A_YES,A_YES,B_NO,A_YES,,,B_NO,D_LIMITED,M_TIME,,1,C_MODERATE,B_INFREQ,B_OCCASIONAL,D_NEVER,D_NEVER,A_ENHANCE,"Two RACs in the K were not observed in the Q, and if the K were the source, given the clarity in the Q they should have been observable as marks. However, given the unknown time elapse, these were not deemed exclusionary but this was considered a limitation.",,,,,,,,,,,,,,,,,,,,,,,,
AHA,QK48,Nonmated,Assn,N-Assn,Classification,Classification,0.64,9,B_THREED,C_GOOD,A_YES,A_YES,C_NONE,B_YES-EASY,B_SOMEWHAT,,B_SOMECLEAR,A_YES,,,A_YES,A_YES,B_NO,C_UNSURE,,,B_NO,C_ASSOC,"A_QQUAL,B_QQUANT,H_KIMAGES,I_QUALTEST",,4,D_DIFFICULT,B_INFREQ,B_OCCASIONAL,A_OFTEN,B_OCCASIONAL,A_ENHANCE,,,,,,,,,,,,,,,,,,,,,,,,,
AHA,QK60,Nonmated,Assn,N-Assn,Classification,Classification,0.79,11,B_THREED,B_MOD,C_NO,A_YES,C_NONE,C_NO-OVERLAP,B_SOMEWHAT,,B_SOMECLEAR,A_YES,,,A_YES,A_YES,C_UNSURE,C_UNSURE,,,B_NO,C_ASSOC,"A_QQUAL,D_NOISE,F_RECOVERY,H_KIMAGES,I_QUALTEST,K_RACS,O_NOORIGQ",,7,D_DIFFICULT,A_OFTEN,B_OCCASIONAL,A_OFTEN,A_OFTEN,A_ENHANCE,,,,,,,,,,,,,,,,,,,,,,,,,
ASB,QK94,Nonmated,LimitedAssn,N-LimitedAssn,Classification,Classification,0.36,5,B_THREED,A_POOR,B_MAYBE,B_SOMEWHAT,B_SOME,C_NO-OVERLAP,A_YES,,A_NO,A_YES,,,A_YES,A_YES,C_UNSURE,C_UNSURE,,,B_NO,D_LIMITED,"A_QQUAL,B_QQUANT,D_NOISE,H_KIMAGES,K_RACS,L_RACCLARITY,N_NOPHYSK",,7,C_MODERATE,A_OFTEN,A_OFTEN,A_OFTEN,A_OFTEN,C_NO,,,,,,,,,,,,,,,,,,,,,,,,,
ATE,QK03,Mated,LimitedAssn,M-LimitedAssn,Classification,Classification,0.57,8,B_THREED,B_MOD,C_NO,A_YES,B_SOME,C_NO-OVERLAP,A_YES,,A_NO,A_YES,,,A_YES,A_YES,C_UNSURE,C_UNSURE,,,B_NO,D_LIMITED,"A_QQUAL,C_DISTORTION,D_NOISE,K_RACS,L_RACCLARITY",,5,C_MODERATE,C_NO,D_NEVER,C_RARELY,A_OFTEN,C_NO,,,,,,,,,,,,,,,,,,,,,,,,,
ATE,QK04,Nonmated,NonAssn,N-NonAssn,CN,Probable,0.50,7,B_THREED,A_POOR,B_MAYBE,A_YES,B_SOME,C_NO-OVERLAP,A_YES,,B_SOMECLEAR,A_YES,,,A_YES,A_YES,C_UNSURE,C_UNSURE,,,B_NO,F_INDNON,"D_NOISE,I_QUALTEST",,2,C_MODERATE,C_NO,D_NEVER,D_NEVER,C_RARELY,A_ENHANCE,,,,,,,,,,,,,,,,,,,,,,,,,
ATE,QK05,Mated,LimitedAssn,M-LimitedAssn,Classification,Classification,0.63,10,A_TWOD,C_GOOD,C_NO,A_YES,B_SOME,C_NO-OVERLAP,A_YES,A_YES,B_SOMECLEAR,A_YES,,,A_YES,A_YES,B_NO,C_UNSURE,,,B_NO,D_LIMITED,"A_QQUAL,B_QQUANT,D_NOISE,I_QUALTEST,J_TIMAGES",,5,C_MODERATE,C_NO,D_NEVER,C_RARELY,C_RARELY,A_ENHANCE,,,,,,,,,,,,,,,,,,,,,,,,,
ATE,QK07,Nonmated,Assn,N-Assn,Classification,Classification,0.71,10,B_THREED,B_MOD,C_NO,A_YES,C_NONE,C_NO-OVERLAP,A_YES,,B_SOMECLEAR,A_YES,,,A_YES,A_YES,C_UNSURE,C_UNSURE,,,B_NO,C_ASSOC,"A_QQUAL,D_NOISE",,2,C_MODERATE,B_INFREQ,B_OCCASIONAL,B_OCCASIONAL,B_OCCASIONAL,A_ENHANCE,,,,,,,,,,,,,,,,,,,,,,,,,
ATE,QK10,Nonmated,LimitedAssn,N-LimitedAssn,Classification,Classification,0.36,5,B_THREED,A_POOR,B_MAYBE,B_SOMEWHAT,B_SOME,C_NO-OVERLAP,A_YES,,A_NO,A_YES,,,A_YES,A_YES,C_UNSURE,C_UNSURE,,,B_NO,D_LIMITED,"A_QQUAL,B_QQUANT,C_DISTORTION,D_NOISE",,4,C_MODERATE,C_NO,D_NEVER,D_NEVER,C_RARELY,A_ENHANCE,,,,,,,,,,,,,,,,,,,,,,,,,
ATE,QK11,Mated,Assn,M-Assn,Classification,Classification,0.64,9,B_THREED,B_MOD,C_NO,A_YES,B_SOME,C_NO-OVERLAP,A_YES,,B_SOMECLEAR,A_YES,,,A_YES,A_YES,C_UNSURE,C_UNSURE,,,B_NO,C_ASSOC,D_NOISE,,1,B_EASY,C_NO,D_NEVER,D_NEVER,C_RARELY,A_ENHANCE,,,,,,,,,,,,,,,,,,,,,,,,,
ATE,QK12,Mated,Assn,M-Assn,Classification,Classification,0.81,13,A_TWOD,C_GOOD,C_NO,A_YES,B_SOME,C_NO-OVERLAP,A_YES,C_NO,C_MOSTCLEAR,A_YES,,,A_YES,A_YES,B_NO,A_YES,,,B_NO,C_ASSOC,D_NOISE,,1,B_EASY,C_NO,D_NEVER,D_NEVER,D_NEVER,A_ENHANCE,,,,,,,,,,,,,,,,,,,,,,,,,
